"","ID","Magnitude","Magnitude Type"
"13723","USP00089CX","5.5","MWC"
"13724","USP00089EV","5.6","MWC"
"13725","USP00089FX","5.7","MWC"
"13726","USP00089GP","5.5","MWC"
"13727","USP00089ME","5.6","MWC"
"13728","USP00089MU","5.8","MWC"
"13729","USP00089N8","5.7","MWC"
"13730","USP00089NA","5.6","MWC"
"13731","USP00089P6","5.9","MWC"
"13732","USP00089Q2","7.2","MWC"
"13733","USP00089R7","5.6","MWC"
"13734","USP00089UD","5.9","MWC"
"13735","USP00089UT","5.6","MWC"
"13736","USP0008A01","5.5","MWC"
"13737","USP0008A0D","5.6","MWC"
"13738","USP0008A0J","5.5","MWC"
"13739","USP0008A1C","6.2","MWB"
"13740","USP0008A1D","6.1","MWC"
"13741","USP0008A1G","5.6","MB"
"13742","USP0008A1K","5.9","MWC"
"13743","USP0008A2J","5.6","MWC"
"13744","USP0008A3U","5.6","MWC"
"13745","USP0008A44","5.6","MWC"
"13746","USP0008A50","5.6","MWC"
"13747","USP0008A5B","5.9","MWC"
"13748","USP0008A6V","5.6","MWC"
"13749","USP0008A97","7.5","MWC"
"13750","USP0008ACS","6.5","MWB"
"13751","USP0008ADY","5.6","MWC"
"13752","USP0008AEN","5.5","MWC"
"13753","USP0008AEZ","6.2","MWB"
"13754","USP0008AF6","5.5","MWC"
"13755","USP0008AH8","5.6","MWC"
"13756","USP0008AK0","5.5","MWC"
"13757","USP0008ANA","5.6","MWC"
"13758","USP0008AP8","6","MWB"
"13759","USP0008AQ4","6.1","MWC"
"13760","USP0008AQE","5.6","MWC"
"13761","USP0008AQX","7","MWC"
"13762","USP0008AT9","5.6","MWC"
"13763","USP0008ATR","5.5","MWC"
"13764","USP0008AW5","6.6","MWC"
"13765","USP0008AWV","5.8","MWC"
"13766","USP0008AZ4","5.7","MWC"
"13767","USP0008AZU","5.5","MWC"
"13768","USP0008B0U","5.5","MWC"
"13769","USP0008B2R","6.1","MWC"
"13770","USP0008B43","5.5","MWC"
"13771","USP0008B64","5.6","MWC"
"13772","USP0008B6G","5.6","MWC"
"13773","USP0008B98","5.7","MWC"
"13774","USP0008BAJ","7","MWC"
"13775","USP0008BB1","5.5","MB"
"13776","USP0008BF7","5.5","MWC"
"13777","USP0008BG2","6.7","MWC"
"13778","USP0008BG9","5.7","MWC"
"13779","USP0008BGC","5.8","MWC"
"13780","USP0008BH3","5.7","MWC"
"13781","USP0008BN1","5.5","MWC"
"13782","USP0008BQS","5.5","MWC"
"13783","USP0008BRC","6","MWC"
"13784","USP0008BS1","5.5","MWC"
"13785","USP0008BS4","5.5","MWC"
"13786","USP0008BTC","5.5","MWC"
"13787","USP0008BTK","7.8","MWC"
"13788","USP0008BTM","5.7","MB"
"13789","USP0008BTN","5.6","MB"
"13790","USP0008BUT","5.5","MB"
"13791","USP0008BX5","6.4","MWC"
"13792","USP0008BXB","5.5","MB"
"13793","USP0008BZF","5.8","MWC"
"13794","USP0008C12","5.5","MWC"
"13795","USP0008C13","5.6","MWC"
"13796","USP0008C22","5.7","MWC"
"13797","USP0008C2B","6.1","MWC"
"13798","USP0008C2P","5.9","MWC"
"13799","USP0008C76","6.2","MWB"
"13800","USP0008C7N","5.6","MWC"
"13801","USP0008C7Z","5.7","MWC"
"13802","USP0008C9V","5.6","MWC"
"13803","USP0008CBB","5.7","MWC"
"13804","USP0008CF7","6.4","MWB"
"13805","USP0008CFC","5.6","MWC"
"13806","USP0008CJS","5.6","MWC"
"13807","USP0008CKJ","5.7","MWC"
"13808","USP0008CM5","5.7","MWC"
"13809","USP0008CMS","5.6","MWC"
"13810","USP0008CNN","5.6","MWC"
"13811","USP0008CPC","5.9","MWC"
"13812","USP0008CQU","5.9","MWC"
"13813","USP0008CR9","5.5","MWC"
"13814","USP0008CRC","6","MWC"
"13815","USP0008CRV","5.7","MWC"
"13816","USP0008CS2","5.8","MWC"
"13817","USP0008CS8","6.6","MWC"
"13818","USP0008CSD","6.3","MWC"
"13819","USP0008CSW","5.5","MWC"
"13820","USP0008CU8","5.7","MWC"
"13821","USP0008CV7","6.1","MWB"
"13822","USP0008CVS","5.8","MWC"
"13823","USP0008CWC","5.5","MWC"
"13824","USP0008CYZ","5.9","MWC"
"13825","USP0008D0R","7.2","MWC"
"13826","USP0008D16","6.1","MWC"
"13827","USP0008D1N","5.6","MWC"
"13828","USP0008D1S","5.5","MWC"
"13829","USP0008D40","5.5","MWC"
"13830","USP0008D6U","5.8","MWC"
"13831","USP0008D7M","5.9","MWC"
"13832","USP0008D8U","5.6","MWC"
"13833","USP0008DAA","6.2","MWC"
"13834","USP0008DC4","5.7","MWC"
"13835","USP0008DE0","5.8","MWC"
"13836","USP0008DJ4","6.3","MWC"
"13837","USP0008DKP","5.9","MWB"
"13838","USP0008DP6","6.3","MWC"
"13839","USP0008DQ4","5.8","MWC"
"13840","USP0008DQQ","7.5","MWC"
"13841","USP0008DZ0","5.6","MWC"
"13842","USP0008E10","5.7","MWC"
"13843","USP0008E15","6.4","MWB"
"13844","USP0008E1G","6.6","MWC"
"13845","USP0008E2D","5.5","MWC"
"13846","USP0008E4J","5.7","MWC"
"13847","USP0008E4Y","5.6","MWC"
"13848","USP0008E5F","6.6","MWC"
"13849","USP0008E6M","6.7","MWC"
"13850","USP0008E86","5.5","MWC"
"13851","USP0008E89","5.9","MWB"
"13852","USP0008E8U","5.5","MWC"
"13853","USP0008E9V","5.8","MWC"
"13854","USP0008EB7","6.6","MWB"
"13855","USP0008EBF","6","MWC"
"13856","USP0008EBK","5.9","MWC"
"13857","USP0008EEV","5.9","MWC"
"13858","USP0008EGV","5.7","MWC"
"13859","USP0008EMJ","5.7","MWC"
"13860","USP0008EMZ","5.7","MWC"
"13861","USP0008EN3","5.5","MWC"
"13862","USP0008ENM","6.2","MWC"
"13863","USP0008EPE","5.8","MWC"
"13864","USP0008EQF","5.7","MWB"
"13865","USP0008ESC","5.7","MWC"
"13866","USP0008ETH","5.6","MWC"
"13867","USP0008EUQ","5.9","MWC"
"13868","USP0008EXZ","5.6","MWC"
"13869","USP0008EY3","5.5","MWC"
"13870","USP0008F03","5.5","MWC"
"13871","USP0008F0E","5.7","MWC"
"13872","USP0008F0S","5.9","MWC"
"13873","USP0008F15","6","MWC"
"13874","USP0008F29","5.5","MWC"
"13875","USP0008F2B","6.3","MWC"
"13876","USP0008F2F","6.5","MWB"
"13877","USP0008F6X","5.5","MWC"
"13878","USP0008F7C","7.1","MWC"
"13879","USP0008F7G","5.8","MWC"
"13880","USP0008F91","6","MWC"
"13881","USP0008FBV","6.4","MWB"
"13882","USP0008FEG","5.9","MWC"
"13883","USP0008FHU","5.5","MWC"
"13884","USP0008FJB","5.5","MWC"
"13885","USP0008FKD","5.9","MWC"
"13886","USP0008FKE","6.4","MWC"
"13887","USP0008FKR","5.9","MWC"
"13888","USP0008FN8","5.5","MWC"
"13889","USP0008FQG","5.5","MWC"
"13890","USP0008FU2","5.5","MWC"
"13891","USP0008FW4","5.6","MWC"
"13892","USP0008FW7","5.5","MWC"
"13893","USP0008FYM","5.5","MWC"
"13894","USP0008G2Q","5.5","MWC"
"13895","USP0008G3E","6.8","MWC"
"13896","USP0008G64","5.5","MWC"
"13897","USP0008G7R","5.9","MWC"
"13898","USP0008G8H","6.5","MWC"
"13899","USP0008G8Q","5.6","MWC"
"13900","USP0008GAN","6.4","MWB"
"13901","USP0008GB3","5.6","MWC"
"13902","USP0008GEV","5.6","MWC"
"13903","USP0008GHS","5.5","MWC"
"13904","USP0008GKD","5.6","MWC"
"13905","USP0008GQR","5.8","MWC"
"13906","USP0008GR1","5.7","MWC"
"13907","USP0008GR7","5.6","MWC"
"13908","USP0008GRR","5.5","MWC"
"13909","USP0008GV3","6.1","MWC"
"13910","USP0008GXU","5.5","MWC"
"13911","USP0008H06","5.5","MWC"
"13912","USP0008H4X","5.8","MWB"
"13913","USP0008HA2","5.7","MWC"
"13914","USP0008HBG","5.7","MWC"
"13915","USP0008HDH","5.5","MWC"
"13916","USP0008HFN","5.5","MWC"
"13917","USP0008HG7","6.6","MWC"
"13918","USP0008HP6","5.8","MWC"
"13919","USP0008HPE","5.5","MWC"
"13920","USP0008HPR","5.6","MWC"
"13921","USP0008HS8","6.7","MWC"
"13922","USP0008HSG","5.5","MWC"
"13923","USP0008HTD","6.2","MWC"
"13924","USP0008HTK","5.9","MWC"
"13925","USP0008HU8","6.1","MWC"
"13926","USP0008HWC","5.5","MWC"
"13927","USP0008HZD","8.1","MWC"
"13928","USP0008J0D","6.4","MWC"
"13929","USP0008J0K","5.8","MS"
"13930","USP0008J1A","5.6","MWC"
"13931","USP0008J36","5.8","MWC"
"13932","USP0008J3A","5.7","MWC"
"13933","USP0008J5N","5.6","MWC"
"13934","USP0008J6U","6.1","MWC"
"13935","USP0008J7S","7.2","MWC"
"13936","USP0008J7W","5.6","MB"
"13937","USP0008J8S","5.6","MWC"
"13938","USP0008JA3","5.7","MWC"
"13939","USP0008JD7","7","MWC"
"13940","USP0008JDK","5.8","MWC"
"13941","USP0008JDQ","6.7","MWC"
"13942","USP0008JDV","5.8","MWC"
"13943","USP0008JGZ","5.6","MWC"
"13944","USP0008JHH","6.6","MWC"
"13945","USP0008JPT","5.6","MWC"
"13946","USP0008JSU","5.5","MWC"
"13947","USP0008JTA","5.8","MWC"
"13948","USP0008JTX","5.5","MWC"
"13949","USP0008JU7","5.8","MWC"
"13950","USP0008JUB","6.2","MWB"
"13951","USP0008JUD","5.9","MWC"
"13952","USP0008JUW","6.2","MWC"
"13953","USP0008JUX","5.5","MWC"
"13954","USP0008JYJ","5.6","MWC"
"13955","USP0008K0G","5.5","MWC"
"13956","USP0008K18","5.8","MWC"
"13957","USP0008K6R","6.1","MWC"
"13958","USP0008KAE","5.8","MWC"
"13959","USP0008KGN","5.5","MWC"
"13960","USP0008KMU","5.6","MWC"
"13961","USP0008KNK","6","MWB"
"13962","USP0008KUY","5.7","MWC"
"13963","USP0008KXG","6.3","MWC"
"13964","USP0008M1X","6.2","MWB"
"13965","USP0008M2A","5.7","MWC"
"13966","USP0008M39","5.7","MWC"
"13967","USP0008M3Y","5.5","MWC"
"13968","USP0008M58","5.6","MWC"
"13969","USP0008M92","5.5","MWC"
"13970","USP0008MAA","5.5","MWC"
"13971","USP0008MBR","5.6","MWC"
"13972","USP0008MDK","7.5","MWB"
"13973","USP0008MJ4","5.8","MWC"
"13974","USP0008MT9","6.3","MWC"
"13975","USP0008MTF","5.8","MWC"
"13976","USP0008MVD","5.8","MWC"
"13977","USP0008MVJ","5.7","MWC"
"13978","USP0008MWE","5.7","MWC"
"13979","USP0008MXF","5.6","MWC"
"13980","USP0008MZV","5.5","MWC"
"13981","USP0008N0D","6.6","MWC"
"13982","USP0008N1N","5.5","MWC"
"13983","USP0008N2D","6","MWB"
"13984","USP0008N2X","5.5","MWC"
"13985","USP0008N3D","6","MWC"
"13986","USP0008N5Q","6.9","MWC"
"13987","USP0008N6F","5.5","MWC"
"13988","USP0008N98","5.5","MWC"
"13989","USP0008NBF","5.5","MWB"
"13990","USP0008NCH","5.6","MWC"
"13991","USP0008NFM","6.7","MWB"
"13992","USP0008NGY","6.3","MWC"
"13993","USP0008NHP","6.6","MWB"
"13994","USP0008NHY","5.6","MS"
"13995","USP0008NJY","5.5","MWC"
"13996","USP0008NMF","6","MWC"
"13997","USP0008NN3","5.6","MWC"
"13998","USP0008NS3","5.7","MWC"
"13999","USP0008NT5","6","MWC"
"14000","USP0008NTH","6","MWC"
"14001","USP0008NUF","5.7","MWC"
"14002","USP0008NVZ","5.5","MWC"
"14003","USP0008NW6","5.6","MWC"
"14004","USP0008NWZ","5.5","MWC"
"14005","USP0008NX5","5.5","MWC"
"14006","USP0008NZE","6.6","MWB"
"14007","USP0008P15","6.2","MWC"
"14008","USP0008P47","6.4","MWC"
"14009","USP0008P4C","5.8","MWC"
"14010","USP0008P8F","5.5","MWC"
"14011","USP0008P8W","5.5","MWC"
"14012","USP0008PDE","5.5","MWC"
"14013","USP0008PGS","5.9","MWC"
"14014","USP0008PHB","6.3","MWB"
"14015","USP0008PMJ","5.5","MWC"
"14016","USP0008PTP","5.5","MWC"
"14017","USP0008PTR","5.8","MWB"
"14018","USP0008PWR","5.7","MWC"
"14019","USP0008PZC","6.2","MWC"
"14020","USP0008Q1J","5.6","MWC"
"14021","USP0008Q2E","6.3","MWC"
"14022","USP0008Q6J","6","MWC"
"14023","USP0008Q9F","5.5","MWC"
"14024","USP0008QAK","5.7","MWC"
"14025","USP0008QAY","5.7","MWC"
"14026","USP0008QBR","5.5","MWC"
"14027","USP0008QC2","5.6","MWC"
"14028","USP0008QDM","6","MWC"
"14029","USP0008QG5","5.6","MWC"
"14030","USP0008QKC","6.3","MWC"
"14031","USP0008QQK","6.3","MWC"
"14032","USP0008R41","5.5","MWC"
"14033","USP0008R43","5.5","MWC"
"14034","USP0008R4H","5.5","MWC"
"14035","USP0008R70","6.2","MWB"
"14036","USP0008R85","6","MWC"
"14037","USP0008R86","6.9","MWC"
"14038","USP0008R8G","6.2","MWB"
"14039","USP0008RAH","5.5","MWC"
"14040","USP0008RBR","5.5","MWC"
"14041","GCMTB071298D","5.5","MWC"
"14042","USP0008RC8","5.5","MWC"
"14043","USP0008RKS","5.6","MWC"
"14044","USP0008RM2","7","MWC"
"14045","USP0008RNR","5.5","MWC"
"14046","USP0008RNV","5.7","MWC"
"14047","USP0008RPA","7","MWC"
"14048","USP0008RPE","5.6","MB"
"14049","USP0008RPF","5.9","MB"
"14050","USP0008RRU","5.7","MWC"
"14051","USP0008RSV","5.5","MWC"
"14052","USP0008RTQ","6.1","MWC"
"14053","USP0008RVB","5.5","MWC"
"14054","USP0008RVD","6","MWC"
"14055","USP0008RWG","5.8","MWB"
"14056","USP0008S41","6.1","MWC"
"14057","USP0008S4R","6.3","MWB"
"14058","USP0008SB9","6.4","MWC"
"14059","USP0008SD0","6.7","MWC"
"14060","USP0008SHR","6.1","MWC"
"14061","USP0008SHU","6","MWC"
"14062","USP0008SJ1","5.5","MWC"
"14063","USP0008SMD","5.6","MWC"
"14064","USP0008SP3","5.5","MWC"
"14065","USP0008SRZ","5.8","MWC"
"14066","USP0008SS6","5.8","MWC"
"14067","USP0008SSB","7.2","MWC"
"14068","USP0008STN","6.2","MWC"
"14069","USP0008STU","5.6","MWC"
"14070","USP0008SUS","5.5","MWC"
"14071","USP0008SW3","5.9","MWC"
"14072","USP0008T22","6","MWB"
"14073","USP0008T69","5.5","MWC"
"14074","USP0008T7J","5.8","MWC"
"14075","USP0008T8H","5.5","MWC"
"14076","USP0008TAY","5.5","MWC"
"14077","USP0008TFP","5.6","MWC"
"14078","USP0008TFX","5.6","MWC"
"14079","USP0008THJ","5.7","MWC"
"14080","USP0008TJE","7.1","MWB"
"14081","USP0008TK4","6.3","MWB"
"14082","USP0008TPJ","5.6","MWC"
"14083","USP0008TPR","5.5","MWC"
"14084","USP0008TQV","6.1","MWB"
"14085","USP0008TRH","6.7","MWC"
"14086","USP0008TUA","5.9","MWC"
"14087","USP0008TYB","6.4","MWB"
"14088","USP0008U08","6.1","MWC"
"14089","USP0008U1M","6","MWC"
"14090","USP0008U2T","6.3","MWC"
"14091","USP0008U3B","5.7","MWC"
"14092","USP0008U3N","6.1","MWC"
"14093","USP0008U3U","5.6","MWC"
"14094","USP0008U6U","5.6","MWC"
"14095","USP0008U7F","5.6","MWC"
"14096","USP0008U7U","5.5","MWC"
"14097","USP0008U8Z","6.8","MWC"
"14098","USP0008UA0","5.5","MWC"
"14099","USP0008UB9","5.9","MWB"
"14100","USP0008UC5","6.6","MWC"
"14101","USP0008UC8","5.6","MB"
"14102","USP0008UEM","5.6","MWC"
"14103","USP0008UF2","5.8","MWC"
"14104","USP0008UFW","5.7","MWC"
"14105","USP0008UJ8","5.6","MWC"
"14106","USP0008UJ9","6.1","MWC"
"14107","USP0008UJF","5.5","MWC"
"14108","USP0008UM3","5.8","MWC"
"14109","USP0008UNT","5.6","MWC"
"14110","USP0008UP8","5.8","MWC"
"14111","USP0008UTT","5.6","MWC"
"14112","USP0008UTY","5.6","MWC"
"14113","USP0008UWQ","6.1","MWC"
"14114","USP0008UY0","6.1","MWC"
"14115","USP0008UYV","6.3","MWC"
"14116","USP0008V06","5.6","MWC"
"14117","USP0008V3C","5.7","MWC"
"14118","USP0008V7E","5.5","MWC"
"14119","USP0008V7S","5.5","MWC"
"14120","USP0008V7T","5.6","MWC"
"14121","USP0008V91","5.5","MWC"
"14122","USP0008V9V","6","MWB"
"14123","USP0008VAC","6.4","MWC"
"14124","USP0008VB9","6","MWC"
"14125","USP0008VFJ","5.6","MWC"
"14126","USP0008VKS","5.7","MWC"
"14127","USP0008VNN","6.6","MWB"
"14128","USP0008VP3","6.2","MWC"
"14129","USP0008VQZ","5.5","MWC"
"14130","USP0008VRB","5.8","MWC"
"14131","USP0008VS8","5.8","MWC"
"14132","USP0008VTK","6","MWC"
"14133","USP0008VUJ","5.7","MWC"
"14134","USP0008VWR","5.5","MWC"
"14135","USP0008VX8","5.8","MWC"
"14136","USP0008VX9","5.6","MWC"
"14137","USP0008VXM","6.2","MWB"
"14138","USP0008VXX","5.7","MWC"
"14139","USP0008VY1","5.5","MWC"
"14140","USP0008VZB","5.5","MWC"
"14141","USP0008W4C","5.5","MWC"
"14142","USP0008W65","6.2","MWB"
"14143","USP0008W6A","5.5","MWC"
"14144","USP0008W8E","5.5","MWC"
"14145","USP0008W8U","6","MWC"
"14146","USP0008W9P","5.7","MWC"
"14147","USP0008WAH","5.9","MWC"
"14148","USP0008WAK","6","MWC"
"14149","USP0008WBZ","5.9","MWC"
"14150","USP0008WD3","6.3","MWC"
"14151","USP0008WD7","5.5","MS"
"14152","USP0008WFZ","5.5","MWC"
"14153","USP0008WG5","5.8","MWC"
"14154","USP0008WP2","5.5","MWC"
"14155","USP0008WPW","5.7","MWB"
"14156","USP0008WR8","5.9","MWC"
"14157","USP0008WZE","5.5","MWC"
"14158","USP0008X42","5.7","MWB"
"14159","USP0008X4W","5.7","MWB"
"14160","USP0008X5G","5.9","MWB"
"14161","USP0008X6N","6.6","MWB"
"14162","USP0008XBK","5.7","MWC"
"14163","USP0008XBV","5.5","MWC"
"14164","USP0008XFP","5.7","MWC"
"14165","USP0008XNE","5.5","MWC"
"14166","USP0008XNQ","5.9","MWC"
"14167","USP0008XNZ","5.6","MWC"
"14168","USP0008XPU","5.9","MWC"
"14169","USP0008XT6","5.5","MWC"
"14170","USP0008XTU","5.7","MWC"
"14171","USP0008XTZ","6.4","MWC"
"14172","USP0008XU7","5.7","MWC"
"14173","USP0008XW6","6.7","MWC"
"14174","USP0008XW8","7","MWC"
"14175","USP0008XXS","5.6","MWC"
"14176","USP0008Y1P","5.6","MWC"
"14177","USP0008Y1R","5.7","MWC"
"14178","USP0008Y6S","6","MWB"
"14179","USP0008Y7K","6.3","MWB"
"14180","USP0008Y7T","5.5","MWC"
"14181","USP0008Y8G","5.5","MWC"
"14182","USP0008YAW","5.8","MWC"
"14183","USP0008YB0","5.9","MWB"
"14184","USP0008YCZ","6","MWC"
"14185","USP0008YEF","5.6","MWC"
"14186","USP0008YEM","5.7","MWC"
"14187","USP0008YF3","6.3","MWC"
"14188","USP0008YFN","5.5","MWC"
"14189","USP0008YMV","5.6","MWB"
"14190","USP0008YPK","5.5","MWC"
"14191","USP0008YPT","6.1","MWB"
"14192","USP0008YQW","6.2","MWB"
"14193","USP0008YTP","5.7","MWC"
"14194","USP0008YTR","5.5","MWC"
"14195","USP0008YTZ","5.5","MWC"
"14196","USP0008YVF","5.9","MWB"
"14197","USP0008YX2","7.7","MWC"
"14198","USP0008YXT","5.7","MB"
"14199","USP0008Z04","5.8","MWC"
"14200","USP0008Z21","5.7","MWC"
"14201","USP0008Z30","5.9","MWB"
"14202","USP0008Z69","5.8","MWC"
"14203","USP0008Z7Q","6.6","MWC"
"14204","USP0008ZAD","5.8","MWC"
"14205","USP0008ZDJ","5.5","MWC"
"14206","USP0008ZG2","5.7","MWB"
"14207","USP0008ZG7","5.5","MWC"
"14208","USP0008ZJW","5.5","MWC"
"14209","USP0008ZKM","5.5","MWC"
"14210","USP0008ZMF","6","MWB"
"14211","USP0008ZMK","6","MWC"
"14212","USP0008ZP9","6","MWC"
"14213","USP0008ZQ9","5.6","MWC"
"14214","USP0008ZQC","6.2","MWC"
"14215","USP0008ZRF","5.6","MWC"
"14216","USP000901C","5.6","MWC"
"14217","USP000905N","5.6","MWC"
"14218","USP0009071","5.6","MWC"
"14219","USP0009074","5.6","MWC"
"14220","USP000907E","6.1","MWB"
"14221","USP000907Z","6.8","MWC"
"14222","USP0009099","5.6","MWC"
"14223","USP00090B2","5.6","MWC"
"14224","USP00090HX","5.7","MWC"
"14225","USP00090KX","5.5","MWC"
"14226","USP00090NE","6","MWC"
"14227","USP00090NH","5.5","MWC"
"14228","USP00090UA","5.6","MWC"
"14229","USP00090XV","5.6","MWC"
"14230","USP00090Z3","5.9","MWC"
"14231","USP00090ZN","6","MWC"
"14232","USP0009124","5.8","MWC"
"14233","USP000916E","6","MWC"
"14234","USP000917V","5.5","MWC"
"14235","USP000918F","5.5","MWC"
"14236","USP000919J","5.7","MWC"
"14237","USP00091AG","7","MWC"
"14238","USP00091FU","5.8","MWC"
"14239","USP00091M0","6.4","MWC"
"14240","USP00091MD","6.1","MWC"
"14241","USP00091MF","6.3","MWC"
"14242","USP00091PG","5.8","MWC"
"14243","USP00091Q3","6.1","MWC"
"14244","USP00091QF","5.5","MWC"
"14245","USP00091QM","5.5","MWC"
"14246","USP00091RG","5.8","MWB"
"14247","USP00091SK","5.5","MWC"
"14248","USP00091SV","5.9","MWC"
"14249","USP00091T4","5.7","MWC"
"14250","USP00091UC","6.6","MWC"
"14251","USP00091UV","6.4","MWB"
"14252","USP00091VQ","5.9","MWC"
"14253","USP00091X3","5.5","MWC"
"14254","USP00091Y1","5.5","MWC"
"14255","USP0009202","5.7","MWC"
"14256","USP000921B","5.7","MWC"
"14257","USP000922K","5.6","MWC"
"14258","USP000922W","5.7","MWC"
"14259","USP000925U","6.3","MWB"
"14260","USP0009268","5.8","MWC"
"14261","USP000927N","5.8","MWB"
"14262","USP000928T","5.7","MWC"
"14263","USP0009293","5.9","MWB"
"14264","USP00092AE","5.9","MWB"
"14265","USP00092AR","5.8","MWC"
"14266","USP00092CK","6","MWC"
"14267","USP00092CR","7.3","MWC"
"14268","USP00092G3","5.9","MWC"
"14269","USP00092N1","6","MWC"
"14270","USP00092N2","5.5","MWC"
"14271","USP00092Q2","5.6","MWC"
"14272","USP00092RG","6.2","MWC"
"14273","USP00092U7","6","MWB"
"14274","USP00092UT","5.5","MWC"
"14275","USP00092Y4","5.8","MWC"
"14276","USP00092ZV","5.6","MWC"
"14277","USP0009324","5.5","MWC"
"14278","USP0009339","5.5","MWC"
"14279","USP000933H","5.7","MWC"
"14280","USP000936U","6.4","MWC"
"14281","USP000937R","5.9","MWC"
"14282","USP0009398","6.2","MWB"
"14283","USP00093A9","5.5","MWC"
"14284","USP00093B3","5.8","MWB"
"14285","USP00093E4","5.5","MWC"
"14286","USP00093E7","5.9","MWC"
"14287","USP00093HW","5.6","MWC"
"14288","USP00093JE","5.6","MWC"
"14289","USP00093NX","5.7","MWC"
"14290","USP00093PF","5.5","MWC"
"14291","USP00093QD","5.9","MWC"
"14292","USP00093R5","5.6","MWC"
"14293","USP00093R7","5.9","MWC"
"14294","USP00093TJ","6.6","MWC"
"14295","USP00093TK","5.6","MB"
"14296","USP00093TV","5.5","MWC"
"14297","USP00093U0","7.1","MWC"
"14298","USP00093VJ","5.8","MWC"
"14299","USP00093VR","6","MWC"
"14300","USP00093WZ","5.9","MWC"
"14301","USP00093ZQ","5.7","MWC"
"14302","USP000941N","6.1","MWC"
"14303","USP000942A","5.8","MWC"
"14304","USP000942C","5.8","MWC"
"14305","USP000943C","6.9","MWC"
"14306","USP00094CB","5.6","MWC"
"14307","USP00094G3","5.5","MWC"
"14308","USP00094J6","5.5","MWC"
"14309","USP00094KG","5.5","MWC"
"14310","USP00094Q1","5.8","MWC"
"14311","USP00094RA","5.9","MWC"
"14312","USP00094UD","6.9","MWC"
"14313","USP00094WA","5.5","MWC"
"14314","USP00094WS","5.9","MWC"
"14315","USP00094WT","5.9","MWC"
"14316","USP00094YT","5.8","MWC"
"14317","USP0009519","5.6","MWC"
"14318","USP000951X","5.6","MWC"
"14319","USP000953S","5.5","MWC"
"14320","USP000958W","5.6","MWB"
"14321","USP0009597","5.5","MWC"
"14322","USP000959A","5.6","MWC"
"14323","USP00095A6","5.8","MWC"
"14324","USP00095CB","6.6","MWB"
"14325","USP00095CU","5.8","MWC"
"14326","USP00095DE","5.6","MWC"
"14327","USP00095DW","5.8","MWC"
"14328","USP00095FU","5.8","MWC"
"14329","USP00095HD","6.3","MWC"
"14330","USP00095M6","6.2","MWC"
"14331","USP00095NV","6.2","MWC"
"14332","USP00095PJ","5.5","MWC"
"14333","USP00095Q7","6.8","MWC"
"14334","USP00095QJ","6","MWC"
"14335","USP00095U8","7.4","MWC"
"14336","USP00095UY","5.6","MWC"
"14337","USP00095VE","5.9","MWB"
"14338","USP00095VP","6.4","MWB"
"14339","USP00095W2","5.5","MWC"
"14340","USP00095Z7","5.5","MWC"
"14341","USP00095Z9","7.1","MWC"
"14342","USP000960H","5.6","MWC"
"14343","USP000960U","6.2","MWC"
"14344","USP000964K","6","MWC"
"14345","USP000965S","5.9","MWC"
"14346","USP000967D","6.8","MWC"
"14347","USP00096BJ","5.8","MWC"
"14348","GCMTB041799A","5.7","MWC"
"14349","USP00096EC","5.8","MWB"
"14350","USP00096EQ","5.5","MWC"
"14351","USP00096JM","5.5","MWC"
"14352","USP00096MM","6.5","MWB"
"14353","USP00096NN","5.6","MWC"
"14354","USP00096R2","5.7","MB"
"14355","USP00096SP","5.7","MWC"
"14356","USP00096XA","6","MWC"
"14357","USP0009712","5.9","MWC"
"14358","USP0009724","5.8","MWC"
"14359","USP0009747","5.6","MWC"
"14360","USP0009784","5.6","MWC"
"14361","USP00097D2","5.8","MWB"
"14362","USP00097DR","6.1","MWC"
"14363","USP00097ET","5.5","MWC"
"14364","USP00097FP","6.2","MWC"
"14365","USP00097GZ","5.6","MB"
"14366","USP00097H0","6.2","MWC"
"14367","USP00097M3","5.9","MWC"
"14368","USP00097M4","5.7","MWC"
"14369","USP00097MC","6.1","MWB"
"14370","USP00097PE","5.7","MWB"
"14371","USP00097QS","5.7","MWC"
"14372","USP00097RJ","7.1","MWB"
"14373","USP00097RZ","6","MWC"
"14374","USP00097SV","5.6","MWC"
"14375","USP00097SX","5.7","MWC"
"14376","USP00097V1","6.2","MWC"
"14377","USP00097W3","5.5","MWC"
"14378","USP00097Z3","5.5","MWC"
"14379","NC21014765","5.5","MW"
"14380","USP000982A","7.1","MWC"
"14381","USP000983U","6.4","MWC"
"14382","USP000985Q","5.5","MWC"
"14383","USP000985T","6.6","MWC"
"14384","USP000986N","5.6","MWC"
"14385","USP000987T","6.1","MWC"
"14386","USP000987X","5.8","MWC"
"14387","USP0009886","5.8","MWB"
"14388","USP0009891","5.9","MWC"
"14389","USP0009894","5.5","MWC"
"14390","USP00098EG","5.7","MWC"
"14391","USP00098H3","6.1","MWB"
"14392","USP00098JD","5.7","MWC"
"14393","USP00098QG","5.6","MWB"
"14394","USP00098R9","5.6","MWB"
"14395","USP00098RA","5.8","MWC"
"14396","USP00098RD","5.6","MWC"
"14397","USP00098US","5.6","MWC"
"14398","USP000995H","5.7","MWC"
"14399","USP000998Y","5.8","MWC"
"14400","USP00099CU","6.3","MWB"
"14401","USP00099EP","5.7","MWC"
"14402","USP00099FE","5.5","MWC"
