"","ID","Magnitude","Magnitude Type"
"715","ISCGEM842427","6","MW"
"716","ISCGEM842435","5.8","MW"
"717","ISCGEM842540","5.7","MW"
"718","ISCGEMSUP842546","5.7","MW"
"719","ISCGEM842581","8.1","MW"
"720","ISCGEM842636","7","MW"
"721","ISCGEM842829","5.7","MW"
"722","ISCGEM842858","6.7","MW"
"723","ISCGEM842893","5.9","MW"
"724","ISCGEM841257","6","MW"
"725","ISCGEM841338","6.4","MW"
"726","ISCGEM841463","6.1","MW"
"727","ISCGEM841495","5.6","MW"
"728","ISCGEM841521","5.6","MW"
"729","ISCGEM841525","6","MW"
"730","ISCGEM841539","6.3","MW"
"731","ISCGEM841551","5.6","MW"
"732","ISCGEM841833","5.9","MW"
"733","ISCGEM841835","5.8","MW"
"734","ISCGEM841861","5.9","MW"
"735","ISCGEM841931","5.7","MW"
"736","ISCGEM841997","5.6","MW"
"737","ISCGEM840322","6.8","MW"
"738","ISCGEM840351","5.7","MW"
"739","ISCGEM840480","5.9","MW"
"740","ISCGEM840559","5.7","MW"
"741","ISCGEM840572","6.3","MW"
"742","ISCGEM840677","6.3","MW"
"743","ISCGEM840682","5.7","MW"
"744","ISCGEM840723","5.7","MW"
"745","ISCGEM840814","6.3","MW"
"746","ISCGEM840839","6.3","MW"
"747","ISCGEM840923","6.6","MW"
"748","ISCGEM841004","5.6","MW"
"749","ISCGEM841046","7.7","MW"
"750","ISCGEM841113","5.6","MW"
"751","ISCGEM841173","7.8","MW"
"752","ISCGEM841184","7.1","MW"
"753","ISCGEM839215","6.5","MW"
"754","ISCGEM839250","5.9","MW"
"755","ISCGEM839280","5.6","MW"
"756","ISCGEM839302","6","MW"
"757","ISCGEM839323","6.1","MW"
"758","ISCGEM839333","5.6","MW"
"759","ISCGEM839363","5.8","MW"
"760","ISCGEM839377","5.6","MW"
"761","ISCGEM839405","5.5","MW"
"762","ISCGEM839412","7","MW"
"763","ISCGEMSUP839413","5.8","MW"
"764","ISCGEM839458","5.9","MW"
"765","ISCGEM839459","5.9","MW"
"766","ISCGEM839476","5.6","MW"
"767","ISCGEM839499","6","MW"
"768","ISCGEM839516","5.7","MW"
"769","ISCGEM839637","5.7","MW"
"770","ISCGEM839648","6.1","MW"
"771","ISCGEM839723","6.2","MW"
"772","ISCGEM839817","6","MW"
"773","ISCGEM839838","6.2","MW"
"774","ISCGEM839857","6.6","MW"
"775","ISCGEM839881","5.5","MW"
"776","ISCGEM839889","5.9","MW"
"777","ISCGEM839939","5.9","MW"
"778","ISCGEM839966","6.4","MW"
"779","ISCGEM840000","6.3","MW"
"780","ISCGEM840075","6","MW"
"781","ISCGEM840088","5.7","MW"
"782","ISCGEM840094","6.5","MW"
"783","ISCGEM840114","6","MW"
"784","ISCGEM840198","6.8","MW"
"785","ISCGEM840211","5.6","MW"
"786","ISCGEM840218","5.8","MW"
"787","ISCGEM840292","5.6","MW"
"788","ISCGEM840310","5.6","MW"
"789","ISCGEM838453","6.1","MW"
"790","ISCGEM838491","5.6","MW"
"791","ISCGEM838578","5.7","MW"
"792","ISCGEM838623","7","MW"
"793","ISCGEM838773","7","MW"
"794","ISCGEM838776","6.8","MW"
"795","ISCGEM838782","5.8","MW"
"796","ISCGEM838830","7","MW"
"797","ISCGEM838876","6.5","MW"
"798","ISCGEM838898","5.6","MW"
"799","ISCGEMSUP838960","6.3","MW"
"800","ISCGEMSUP838961","5.9","MW"
"801","ISCGEM838981","5.5","MW"
"802","ISCGEM839037","5.8","MW"
"803","ISCGEM839059","6","MW"
"804","ISCGEMSUP839104","5.9","MW"
"805","ISCGEM839107","5.9","MW"
"806","ISCGEM839185","6","MW"
"807","ISCGEM837313","6","MW"
"808","ISCGEM837387","5.7","MW"
"809","ISCGEMSUP837388","5.7","MW"
"810","ISCGEM837410","6.6","MW"
"811","ISCGEM837574","5.9","MW"
"812","ISCGEM837598","5.9","MW"
"813","ISCGEM837709","5.9","MW"
"814","ISCGEM837720","5.9","MW"
"815","ISCGEM837800","5.7","MW"
"816","ISCGEM837805","5.6","MW"
"817","ISCGEM837822","5.7","MW"
"818","ISCGEM837919","6.2","MW"
"819","ISCGEM837953","5.7","MW"
"820","ISCGEMSUP837961","6.2","MW"
"821","ISCGEM837968","6.7","MW"
"822","ISCGEM838027","5.8","MW"
"823","ISCGEM838029","5.7","MW"
"824","ISCGEM838174","6.7","MW"
"825","ISCGEM838224","5.9","MW"
"826","ISCGEM838258","5.7","MW"
"827","ISCGEM838270","6.1","MW"
"828","ISCGEM838272","6.4","MW"
"829","ISCGEM838363","6.2","MW"
"830","ISCGEM836186","6.1","MW"
"831","ISCGEM836187","5.8","MW"
"832","ISCGEM836203","6.1","MW"
"833","ISCGEM836262","5.9","MW"
"834","ISCGEM836328","5.9","MW"
"835","ISCGEM836329","5.7","MW"
"836","ISCGEM836392","5.8","MW"
"837","ISCGEM836469","6","MW"
"838","ISCGEM836516","5.7","MW"
"839","ISCGEM836535","6.1","MW"
"840","ISCGEM836539","6.1","MW"
"841","ISCGEM836599","6.7","MW"
"842","ISCGEM836610","5.6","MW"
"843","ISCGEM836698","5.8","MW"
"844","ISCGEMSUP836920","5.7","MW"
"845","ISCGEM836974","6.2","MW"
"846","ISCGEM837045","5.7","MW"
"847","ISCGEM837207","5.7","MW"
"848","ISCGEM837261","5.8","MW"
"849","ISCGEM835092","6.2","MW"
"850","ISCGEM835202","5.9","MW"
"851","ISCGEM835264","5.8","MW"
"852","ISCGEM835410","5.7","MW"
"853","ISCGEM835469","5.6","MW"
"854","ISCGEM835470","6.1","MW"
"855","ISCGEM835811","5.7","MW"
"856","ISCGEM835857","6.7","MW"
"857","ISCGEMSUP835940","5.8","MW"
"858","ISCGEM836067","5.8","MW"
"859","ISCGEM836068","5.9","MW"
"860","ISCGEM836104","5.8","MW"
"861","ISCGEM833971","5.8","MW"
"862","ISCGEM833998","5.6","MW"
"863","ISCGEM834049","5.6","MW"
"864","ISCGEM834296","5.7","MW"
"865","ISCGEM834375","5.8","MW"
"866","ISCGEM834403","6","MW"
"867","ISCGEM834458","5.7","MW"
"868","ISCGEM834461","6.2","MW"
"869","ISCGEM834466","5.6","MW"
"870","ISCGEMSUP834571","6","MW"
"871","ISCGEM834657","6.1","MW"
"872","ISCGEM834686","5.9","MW"
"873","ISCGEM834721","5.7","MW"
"874","ISCGEM834742","5.7","MW"
"875","ISCGEM834748","6.2","MW"
"876","ISCGEM834808","5.8","MW"
"877","ISCGEM834840","5.6","MW"
"878","ISCGEM834876","5.7","MW"
"879","ISCGEM834918","5.8","MW"
"880","ISCGEM834989","5.6","MW"
"881","ISCGEM835008","5.7","MW"
"882","ISCGEM835041","5.5","MW"
"883","ISCGEM832864","6.5","MW"
"884","ISCGEM832879","6.1","MW"
"885","ISCGEM832985","5.7","MW"
"886","ISCGEM833037","6.1","MW"
"887","ISCGEM833078","5.7","MW"
"888","ISCGEM833193","5.7","MW"
"889","ISCGEM833263","6.1","MW"
"890","ISCGEM833382","6.2","MW"
"891","ISCGEM833516","6.4","MW"
"892","ISCGEM833554","6.1","MW"
"893","ISCGEM833573","7.4","MW"
"894","ISCGEM833748","6.2","MW"
"895","ISCGEM833862","6.8","MW"
"896","ISCGEM833882","6.6","MW"
"897","ISCGEM833888","5.7","MW"
"898","ISCGEM831812","5.7","MW"
"899","ISCGEMSUP832085","5.9","MW"
"900","ISCGEM832123","5.6","MW"
"901","ISCGEM832178","6.7","MW"
"902","ISCGEM832185","5.7","MW"
"903","ISCGEM832232","6.3","MW"
"904","ISCGEM832236","5.7","MW"
"905","ISCGEM832238","6.3","MW"
"906","ISCGEM832279","5.7","MW"
"907","ISCGEM832324","5.7","MW"
"908","ISCGEM832355","5.6","MW"
"909","ISCGEM832408","6","MW"
"910","ISCGEM832410","5.7","MW"
"911","ISCGEM832441","5.8","MW"
"912","ISCGEM832453","6.6","MW"
"913","ISCGEM832489","6.6","MW"
"914","ISCGEM832490","5.7","MW"
"915","ISCGEM832538","5.6","MW"
"916","ISCGEM832545","5.8","MW"
"917","ISCGEM832603","6.2","MW"
"918","ISCGEM832608","5.6","MW"
"919","ISCGEM832754","6.4","MW"
"920","ISCGEM832769","5.8","MW"
"921","ISCGEM832778","6","MW"
"922","ISCGEM830829","5.7","MW"
"923","ISCGEM830900","7","MW"
"924","ISCGEM830914","6.5","MW"
"925","ISCGEM830967","5.7","MW"
"926","ISCGEM830991","5.9","MW"
"927","ISCGEM831054","6.1","MW"
"928","ISCGEM831067","6.7","MW"
"929","ISCGEM831078","6.3","MW"
"930","ISCGEM831220","5.6","MW"
"931","ISCGEM831273","5.8","MW"
"932","ISCGEM831281","5.8","MW"
"933","ISCGEM831318","5.6","MW"
"934","ISCGEM831388","5.8","MW"
"935","ISCGEM831414","6.1","MW"
"936","ISCGEM831418","6.3","MW"
"937","ISCGEM831453","7","MW"
"938","ISCGEMSUP831454","5.7","MW"
"939","ISCGEMSUP831455","6.2","MW"
"940","ISCGEM831538","6.2","MW"
"941","ISCGEM831671","5.9","MW"
"942","ISCGEM831680","6.2","MW"
"943","ISCGEM831724","6.2","MW"
"944","ISCGEM831732","5.9","MW"
"945","ISCGEM831791","5.7","MW"
"946","ISCGEM829954","6.2","MW"
"947","ISCGEM829998","6.8","MW"
"948","ISCGEM830079","5.6","MW"
"949","ISCGEM830123","5.7","MW"
"950","ISCGEM830126","5.9","MW"
"951","ISCGEM830163","7.2","MW"
"952","ISCGEM830219","5.6","MW"
"953","ISCGEM830241","5.6","MW"
"954","ISCGEM830249","5.8","MW"
"955","ISCGEM830257","6","MW"
"956","ISCGEM830329","7.1","MW"
"957","ISCGEM830365","5.7","MW"
"958","ISCGEMSUP830403","5.7","MW"
"959","ISCGEM830410","6","MW"
"960","ISCGEM830433","5.7","MW"
"961","ISCGEM830608","6.8","MW"
"962","ISCGEM830643","5.7","MW"
"963","ISCGEM828992","5.7","MW"
"964","ISCGEM829065","5.6","MW"
"965","ISCGEM829071","6","MW"
"966","ISCGEM829073","6.7","MW"
"967","ISCGEM829076","5.6","MW"
"968","ISCGEM829085","6.1","MW"
"969","ISCGEM829146","5.6","MW"
"970","ISCGEM829167","5.6","MW"
"971","ISCGEMSUP829171","5.6","MW"
"972","ISCGEM829187","5.8","MW"
"973","ISCGEM829200","6.2","MW"
"974","ISCGEM829277","5.9","MW"
"975","ISCGEM829308","6.4","MW"
"976","ISCGEM829356","5.9","MW"
"977","ISCGEM829395","6.3","MW"
"978","ISCGEM829434","5.7","MW"
"979","ISCGEM829507","5.8","MW"
"980","ISCGEM829518","6.4","MW"
"981","ISCGEM829595","5.7","MW"
"982","ISCGEM829627","5.9","MW"
"983","ISCGEM829645","6.5","MW"
"984","ISCGEM829651","6.5","MW"
"985","ISCGEM829719","5.7","MW"
"986","ISCGEMSUP829723","5.7","MW"
"987","ISCGEM829758","5.6","MW"
"988","ISCGEM829793","5.6","MW"
"989","ISCGEM829860","6.7","MW"
"990","ISCGEM827982","6.3","MW"
"991","ISCGEMSUP828169","5.6","MW"
"992","ISCGEM828224","5.8","MW"
"993","ISCGEM828247","5.6","MW"
"994","ISCGEM828259","6.6","MW"
"995","ISCGEM828346","5.8","MW"
"996","ISCGEM828363","5.7","MW"
"997","ISCGEM828472","6","MW"
"998","ISCGEM828521","5.7","MW"
"999","ISCGEM828604","7.3","MW"
"1000","ISCGEM828681","5.9","MW"
"1001","ISCGEM828719","6.4","MW"
"1002","ISCGEM828721","6.2","MW"
"1003","ISCGEM828730","7.2","MW"
"1004","ISCGEM828737","6.3","MW"
"1005","ISCGEMSUP828795","6.7","MW"
"1006","ISCGEM828812","6.5","MW"
"1007","ISCGEM828952","5.7","MW"
"1008","ISCGEM826890","5.9","MW"
"1009","ISCGEM826944","6.1","MW"
"1010","ISCGEM826964","5.8","MW"
"1011","ISCGEM827036","6.4","MW"
"1012","ISCGEM827050","5.7","MW"
"1013","ISCGEM827052","6","MW"
"1014","ISCGEM827209","6.1","MW"
"1015","ISCGEM827223","5.7","MW"
"1016","ISCGEMSUP827261","6","MW"
"1017","ISCGEM827264","5.6","MW"
"1018","ISCGEM827274","6.2","MW"
"1019","ISCGEM827285","6.4","MW"
"1020","ISCGEM827419","6.7","MW"
"1021","ISCGEM827437","5.7","MW"
"1022","ISCGEM827486","5.7","MW"
"1023","ISCGEM827497","6.1","MW"
"1024","ISCGEM827525","6.5","MW"
"1025","ISCGEM827666","6.8","MW"
"1026","ISCGEM827761","5.6","MW"
"1027","ISCGEM827772","7.4","MW"
"1028","ISCGEM827807","6.1","MW"
"1029","ISCGEM827832","5.9","MW"
"1030","ISCGEM827844","6.3","MW"
"1031","ISCGEM825631","5.6","MW"
"1032","ISCGEM825690","5.7","MW"
"1033","ISCGEM825692","5.8","MW"
"1034","ISCGEM825732","6.6","MW"
"1035","ISCGEM825838","5.6","MW"
"1036","ISCGEM825854","5.6","MW"
"1037","ISCGEM826015","5.6","MW"
"1038","ISCGEM826088","7.3","MW"
"1039","ISCGEM826118","5.7","MW"
"1040","ISCGEM826330","5.7","MW"
"1041","ISCGEM826342","7.2","MW"
"1042","ISCGEM826365","5.8","MW"
"1043","ISCGEM826420","6.2","MW"
"1044","ISCGEM826443","5.6","MW"
"1045","ISCGEM826634","5.7","MW"
"1046","ISCGEM826722","5.6","MW"
"1047","ISCGEM826743","7.1","MW"
"1048","ISCGEM826771","5.8","MW"
"1049","ISCGEM826780","5.9","MW"
"1050","ISCGEM826814","6.3","MW"
"1051","ISCGEM824551","5.9","MW"
"1052","ISCGEMSUP824599","5.7","MW"
"1053","ISCGEM824679","6.3","MW"
"1054","ISCGEMSUP824681","6.1","MW"
"1055","ISCGEM824753","6.3","MW"
"1056","ISCGEM824817","5.7","MW"
"1057","ISCGEM824862","5.5","MW"
"1058","ISCGEM824869","5.8","MW"
"1059","ISCGEM824904","6.4","MW"
"1060","ISCGEMSUP825125","6.1","MW"
"1061","ISCGEM825254","5.6","MW"
"1062","ISCGEM825263","5.7","MW"
"1063","ISCGEM825405","6.1","MW"
"1064","ISCGEM825435","5.8","MW"
"1065","ISCGEM825455","5.6","MW"
"1066","ISCGEM825483","5.7","MW"
"1067","ISCGEM823387","7.5","MW"
"1068","ISCGEM823402","6.8","MW"
"1069","ISCGEM823568","5.9","MW"
"1070","CI3329122","6.6","MW"
"1071","ISCGEM823906","5.6","MW"
"1072","ISCGEM824085","5.8","MW"
"1073","ISCGEM824136","6.3","MW"
"1074","ISCGEM824168","6.3","MW"
"1075","ISCGEM824251","6.2","MW"
"1076","ISCGEM824329","6.2","MW"
"1077","ISCGEM824353","6.1","MW"
"1078","ISCGEM824395","5.5","MW"
"1079","ISCGEMSUP821497","5.9","MW"
"1080","ISCGEM821518","5.7","MW"
"1081","ISCGEM821533","5.7","MW"
"1082","ISCGEM821652","5.7","MW"
"1083","ISCGEMSUP821687","5.6","MW"
"1084","ISCGEM821690","6.4","MW"
"1085","ISCGEM821729","5.7","MW"
"1086","ISCGEM821806","5.8","MW"
"1087","ISCGEM821902","6.7","MW"
"1088","ISCGEM821931","5.6","MW"
"1089","ISCGEM821938","5.6","MW"
"1090","ISCGEM821946","8.2","MW"
"1091","ISCGEM821948","6","MW"
"1092","ISCGEM822047","5.8","MW"
"1093","ISCGEM822073","6.1","MW"
"1094","ISCGEM822083","7.9","MW"
"1095","ISCGEM822151","6.5","MW"
"1096","ISCGEM822165","5.7","MW"
"1097","ISCGEM822166","6.1","MW"
"1098","ISCGEM822171","5.7","MW"
"1099","ISCGEM822175","6.1","MW"
"1100","ISCGEM822187","6.5","MW"
"1101","ISCGEM822237","6.1","MW"
"1102","ISCGEM822260","6.3","MW"
"1103","ISCGEM822266","6.1","MW"
"1104","ISCGEM822280","5.8","MW"
"1105","ISCGEM822332","6.3","MW"
"1106","ISCGEM822368","6.1","MW"
"1107","ISCGEM822379","5.9","MW"
"1108","ISCGEM822391","7","MW"
"1109","ISCGEM822397","5.8","MW"
"1110","ISCGEM822409","6.9","MW"
"1111","ISCGEM822412","7","MW"
"1112","ISCGEM822418","5.9","MW"
"1113","ISCGEM822432","5.6","MW"
"1114","ISCGEM822444","6.3","MW"
"1115","ISCGEM822449","5.8","MW"
"1116","ISCGEM822518","6","MW"
"1117","ISCGEM822541","6","MW"
"1118","ISCGEM822588","7.2","MW"
"1119","ISCGEM822745","6.6","MW"
"1120","ISCGEM822753","6.2","MW"
"1121","ISCGEM822768","5.7","MW"
"1122","ISCGEM822812","6.1","MW"
"1123","ISCGEM823083","5.9","MW"
"1124","ISCGEM823104","7.5","MW"
"1125","ISCGEM823128","5.7","MW"
"1126","ISCGEM823251","5.9","MW"
"1127","ISCGEM823302","6.4","MW"
"1128","ISCGEM819574","5.8","MW"
"1129","ISCGEM819628","5.7","MW"
"1130","ISCGEM819717","5.6","MW"
"1131","ISCGEM819942","6.7","MW"
"1132","ISCGEM819969","6.2","MW"
"1133","ISCGEM819976","5.7","MW"
"1134","ISCGEM819990","5.9","MW"
"1135","ISCGEM820030","6.2","MW"
"1136","ISCGEMSUP820098","5.7","MW"
"1137","ISCGEM820211","7","MW"
"1138","ISCGEM820257","5.7","MW"
"1139","ISCGEM820262","6.3","MW"
"1140","ISCGEM820301","5.6","MW"
"1141","ISCGEM820322","6.2","MW"
"1142","ISCGEM820355","5.7","MW"
"1143","ISCGEM820358","5.7","MW"
"1144","ISCGEM820398","5.6","MW"
"1145","ISCGEM820399","6.2","MW"
"1146","ISCGEM820412","5.7","MW"
"1147","ISCGEM820509","5.9","MW"
"1148","ISCGEM820557","6.3","MW"
"1149","ISCGEM820583","6.3","MW"
"1150","ISCGEM820585","6.4","MW"
"1151","ISCGEM820734","6.8","MW"
"1152","ISCGEM820811","5.8","MW"
"1153","ISCGEM820847","5.7","MW"
"1154","ISCGEM820933","5.7","MW"
"1155","ISCGEM821004","6.1","MW"
"1156","ISCGEM821218","5.8","MW"
"1157","ISCGEM821247","5.8","MW"
"1158","ISCGEM821259","5.9","MW"
"1159","ISCGEM818523","6.1","MW"
"1160","ISCGEM818550","6.4","MW"
"1161","ISCGEM818552","5.7","MW"
"1162","ISCGEM818568","6","MW"
"1163","ISCGEM818662","6.3","MW"
"1164","ISCGEMSUP818727","5.8","MW"
"1165","ISCGEM818882","6","MW"
"1166","ISCGEM818892","5.9","MW"
"1167","ISCGEM818928","6","MW"
"1168","ISCGEM818931","6","MW"
"1169","ISCGEM819094","5.9","MW"
"1170","ISCGEM819166","5.8","MW"
"1171","ISCGEM819218","5.7","MW"
"1172","ISCGEM819246","6","MW"
"1173","ISCGEM819263","5.6","MW"
"1174","ISCGEM819294","6","MW"
"1175","ISCGEM819340","7.3","MW"
"1176","ISCGEM819351","5.8","MW"
"1177","ISCGEM819418","5.7","MW"
"1178","ISCGEM819452","6.1","MW"
"1179","ISCGEM819475","6.3","MW"
"1180","ISCGEM819494","6.2","MW"
"1181","ISCGEM819518","6.5","MW"
"1182","ISCGEM817534","5.7","MW"
"1183","ISCGEM817557","7.6","MW"
"1184","ISCGEM817580","5.9","MW"
"1185","ISCGEM817583","7.3","MW"
"1186","ISCGEM817611","6.7","MW"
"1187","ISCGEM817612","6.4","MW"
"1188","ISCGEM817656","6.1","MW"
"1189","ISCGEM817699","6.8","MW"
"1190","ISCGEM817753","5.8","MW"
"1191","ISCGEM817774","5.8","MW"
"1192","ISCGEM817844","7.6","MW"
"1193","ISCGEM817849","5.8","MW"
"1194","ISCGEM817856","6.5","MW"
"1195","ISCGEM817862","5.9","MW"
"1196","ISCGEM817898","5.8","MW"
"1197","ISCGEM817909","5.7","MW"
"1198","ISCGEM817918","6","MW"
"1199","ISCGEM817959","5.8","MW"
"1200","ISCGEMSUP817990","5.7","MW"
"1201","ISCGEM818002","5.7","MW"
"1202","ISCGEM818003","6","MW"
"1203","ISCGEM818025","7.2","MW"
"1204","ISCGEM818047","5.6","MW"
"1205","ISCGEM818066","5.9","MW"
"1206","ISCGEM818076","5.6","MW"
"1207","ISCGEM818083","6","MW"
"1208","ISCGEM818136","7.3","MW"
"1209","ISCGEM818137","5.8","MW"
"1210","ISCGEM818179","5.8","MW"
"1211","ISCGEM818206","6.5","MW"
"1212","ISCGEM818229","6.2","MW"
"1213","ISCGEM818277","6.3","MW"
"1214","ISCGEM818320","5.7","MW"
"1215","ISCGEM818322","5.7","MW"
"1216","ISCGEM818326","5.7","MW"
"1217","ISCGEM818343","5.8","MW"
"1218","ISCGEM818381","5.5","MW"
"1219","ISCGEM818402","5.9","MW"
"1220","ISCGEM818415","6.4","MW"
"1221","ISCGEM818488","7.1","MW"
"1222","ISCGEM816551","6.2","MW"
"1223","ISCGEM816634","6.3","MW"
"1224","ISCGEM816646","5.5","MW"
"1225","ISCGEM816788","5.6","MW"
"1226","ISCGEM816815","5.7","MW"
"1227","ISCGEM816856","6.3","MW"
"1228","ISCGEM816874","6.1","MW"
"1229","ISCGEM816954","5.9","MW"
"1230","ISCGEM816976","6.1","MW"
"1231","ISCGEM817010","6.2","MW"
"1232","ISCGEM817038","6","MW"
"1233","ISCGEM817073","6.8","MW"
"1234","ISCGEM817081","6.1","MW"
"1235","ISCGEM817120","6","MW"
"1236","ISCGEM817149","5.8","MW"
"1237","ISCGEMSUP817201","6.5","MW"
"1238","ISCGEM817240","6.7","MW"
"1239","ISCGEM817289","5.7","MW"
"1240","ISCGEM817350","6.2","MW"
"1241","ISCGEM817353","6","MW"
"1242","ISCGEM817384","5.6","MW"
"1243","ISCGEM817397","6.1","MW"
"1244","ISCGEM817404","7.1","MW"
"1245","ISCGEM817421","6","MW"
"1246","ISCGEM817437","6.4","MW"
"1247","ISCGEM817459","6.1","MW"
"1248","ISCGEM815575","5.8","MW"
"1249","ISCGEMSUP815603","6","MW"
"1250","ISCGEM815665","6.2","MW"
"1251","ISCGEM815709","7.3","MW"
"1252","ISCGEM815712","6.5","MW"
"1253","ISCGEM815724","6.1","MW"
"1254","ISCGEM815732","5.6","MW"
"1255","ISCGEM815787","6.1","MW"
"1256","ISCGEM815857","6","MW"
"1257","ISCGEM815895","6.5","MW"
"1258","ISCGEM815957","5.9","MW"
"1259","ISCGEM816001","5.7","MW"
"1260","ISCGEM816127","6.2","MW"
"1261","ISCGEM816133","6","MW"
"1262","ISCGEM816232","7","MW"
"1263","ISCGEM816239","5.7","MW"
"1264","ISCGEM816258","6.3","MW"
"1265","ISCGEM816267","5.7","MW"
"1266","ISCGEM816372","5.6","MW"
"1267","ISCGEM816383","6.4","MW"
"1268","ISCGEM816389","5.8","MW"
"1269","ISCGEM816416","6.7","MW"
"1270","ISCGEM816498","6.1","MW"
"1271","ISCGEM816499","5.9","MW"
"1272","ISCGEM814785","6.5","MW"
"1273","ISCGEM814969","6.1","MW"
"1274","ISCGEM815011","5.9","MW"
"1275","ISCGEM815021","5.8","MW"
"1276","ISCGEM815079","6.2","MW"
"1277","ISCGEM815143","5.9","MW"
"1278","ISCGEM815159","6.1","MW"
"1279","ISCGEM815164","5.6","MW"
"1280","ISCGEM815166","6.2","MW"
"1281","ISCGEM815285","6.1","MW"
"1282","ISCGEM815289","5.6","MW"
"1283","ISCGEM815290","5.6","MW"
"1284","ISCGEM815351","6.4","MW"
"1285","ISCGEM815353","5.9","MW"
"1286","ISCGEM815369","6.4","MW"
"1287","ISCGEM815374","5.6","MW"
"1288","ISCGEM815375","5.8","MW"
"1289","ISCGEM815444","6.4","MW"
"1290","ISCGEM815451","5.8","MW"
"1291","ISCGEM813781","5.7","MW"
"1292","ISCGEM813880","6.1","MW"
"1293","ISCGEM813884","6","MW"
"1294","ISCGEM813940","6.6","MW"
"1295","ISCGEM813959","5.7","MW"
"1296","ISCGEM813968","5.8","MW"
"1297","ISCGEM813969","6","MW"
"1298","ISCGEM814031","5.7","MW"
"1299","ISCGEM814089","5.9","MW"
"1300","ISCGEM814092","5.6","MW"
"1301","ISCGEM814137","5.9","MW"
"1302","ISCGEM814153","6.2","MW"
"1303","ISCGEM814154","6.2","MW"
"1304","ISCGEMSUP814226","6.3","MW"
"1305","ISCGEM814276","5.8","MW"
"1306","ISCGEM814291","5.8","MW"
"1307","ISCGEM814306","6","MW"
"1308","ISCGEM814401","5.6","MW"
"1309","ISCGEM814412","5.6","MW"
"1310","ISCGEM814623","5.6","MW"
"1311","ISCGEM812771","5.6","MW"
"1312","ISCGEMSUP812819","6","MW"
"1313","ISCGEM812826","5.5","MW"
"1314","ISCGEM812841","5.9","MW"
"1315","ISCGEM812879","5.8","MW"
"1316","ISCGEM812898","7","MW"
"1317","ISCGEM812954","6.9","MW"
"1318","ISCGEM813024","5.6","MW"
"1319","ISCGEM813057","5.9","MW"
"1320","ISCGEM813149","5.8","MW"
"1321","ISCGEM813187","6.4","MW"
"1322","ISCGEMSUP813263","6.4","MW"
"1323","ISCGEM813290","7","MW"
"1324","ISCGEM813304","7.1","MW"
"1325","ISCGEM813332","6.2","MW"
"1326","ISCGEM813336","5.9","MW"
"1327","ISCGEM813398","5.6","MW"
"1328","ISCGEM813480","6.7","MW"
"1329","ISCGEM813514","6","MW"
"1330","ISCGEM813567","6.1","MW"
"1331","ISCGEM813602","6.2","MW"
"1332","ISCGEM813674","6","MW"
"1333","ISCGEM813688","7.6","MW"
"1334","ISCGEM813710","6.4","MW"
"1335","ISCGEM813732","6","MW"
"1336","ISCGEM813736","5.6","MW"
"1337","ISCGEM811747","5.7","MW"
"1338","ISCGEM811775","6","MW"
"1339","ISCGEM811783","5.7","MW"
"1340","ISCGEM811839","5.8","MW"
"1341","ISCGEM811844","6.8","MW"
"1342","ISCGEM811849","6.1","MW"
"1343","ISCGEM811851","6.2","MW"
"1344","ISCGEM812084","7.2","MW"
"1345","ISCGEM812085","5.9","MW"
"1346","ISCGEM812113","6.1","MW"
"1347","ISCGEM812115","7.2","MW"
"1348","ISCGEM812247","5.7","MW"
"1349","ISCGEM812293","6.3","MW"
"1350","ISCGEM812400","6.3","MW"
"1351","ISCGEM812402","6.3","MW"
"1352","ISCGEM812421","6","MW"
"1353","ISCGEM812497","7","MW"
"1354","ISCGEM812527","6.2","MW"
"1355","ISCGEM812554","5.7","MW"
"1356","ISCGEM812637","7.8","MW"
"1357","ISCGEM812648","6.2","MW"
"1358","ISCGEM810456","5.8","MW"
"1359","ISCGEM810486","6","MW"
"1360","ISCGEM810572","6.2","MW"
"1361","ISCGEM810582","6.2","MW"
"1362","ISCGEM810683","5.7","MW"
"1363","ISCGEM810744","6.3","MW"
"1364","ISCGEM810746","5.7","MW"
"1365","ISCGEMSUP810765","6","MW"
"1366","ISCGEM810910","5.7","MW"
"1367","ISCGEM810950","5.8","MW"
"1368","ISCGEM810954","5.7","MW"
"1369","ISCGEM810987","6","MW"
"1370","ISCGEM811059","5.6","MW"
"1371","ISCGEM811093","6.5","MW"
"1372","ISCGEM811127","5.7","MW"
"1373","ISCGEM811148","6.1","MW"
"1374","ISCGEM811160","5.7","MW"
"1375","ISCGEM811168","5.8","MW"
"1376","ISCGEM811200","6","MW"
"1377","ISCGEM811375","5.8","MW"
"1378","ISCGEM811440","5.9","MW"
"1379","ISCGEM811514","6.1","MW"
"1380","ISCGEM811574","6","MW"
"1381","ISCGEM811592","6.6","MW"
"1382","ISCGEM811616","6.7","MW"
"1383","ISCGEM811663","6.2","MW"
"1384","ISCGEM811667","6.1","MW"
"1385","ISCGEM811675","5.6","MW"
"1386","ISCGEM811717","6.6","MW"
"1387","ISCGEM811728","6.7","MW"
"1388","ISCGEM809550","5.7","MW"
"1389","ISCGEM809562","5.9","MW"
"1390","ISCGEM809568","5.6","MW"
"1391","ISCGEM809572","6.1","MW"
"1392","ISCGEM809597","6.3","MW"
"1393","ISCGEM809602","5.8","MW"
"1394","ISCGEM809652","5.5","MW"
"1395","ISCGEM809697","5.7","MW"
